protein	lifestyle	call	catalytic_residues
Suigra1_1062107	ECM	intact	EE
Suigra1_1087760	ECM	disrupted	DG
Suigra1_1118299	ECM	disrupted	DG
Suigra1_218669	ECM	intact	EE
Suigra1_286561	ECM	intact	EE
Suigra1_737514	ECM	intact	EE
Suigra1_790950	ECM	disrupted	NE
Suigra1_890315	ECM	intact	EE
Suigra1_992793	ECM	intact	EE
Suigra1_995988	ECM	intact	EE
Suigra1_996594	ECM	intact	EE
Suigra1_996627	ECM	intact	EE
CorKIS3_1_1129218	ECM	intact	EE
CorKIS3_1_1132987	ECM	intact	EE
CorKIS3_1_1134712	ECM	disrupted	DA
CorKIS3_1_1135609	ECM	intact	EE
CorKIS3_1_1138349	ECM	intact	EE
CorKIS3_1_1218362	ECM	intact	EE
CorKIS3_1_1218656	ECM	intact	EE
CorKIS3_1_1227339	ECM	intact	EE
CorKIS3_1_1251636	ECM	intact	EE
CorKIS3_1_1291309	ECM	disrupted	DG
CorKIS3_1_1296166	ECM	intact	EE
CorKIS3_1_1311648	ECM	disrupted	DA
CorKIS3_1_1333946	ECM	intact	EE
CorKIS3_1_840467	ECM	intact	EE
CorKIS3_1_919429	ECM	intact	EE
CorKIS3_1_96259	ECM	intact	EE
Suiplo1_1053425	ECM	intact	EE
Suiplo1_1056937	ECM	intact	EE
Suiplo1_1235357	ECM	intact	EE
Suiplo1_1241306	ECM	intact	EE
Suiplo1_1244846	ECM	intact	EE
Suiplo1_1245289	ECM	intact	EE
Suiplo1_1246698	ECM	intact	EE
Suiplo1_1303979	ECM	intact	EE
Suiplo1_1429448	ECM	intact	EE
Suiplo1_1442031	ECM	intact	EE
Suiplo1_1445937	ECM	intact	EE
Suiplo1_1445939	ECM	intact	EE
Suiplo1_1451174	ECM	disrupted	DG
Suiplo1_1482908	ECM	intact	EE
Suiplo1_1497348	ECM	intact	EE
Suiplo1_56386	ECM	disrupted	DG
Suiplo1_686334	ECM	intact	EE
Suiplo1_760176	ECM	disrupted	DA
Matter1_361064	ECM	intact	EE
Matter1_543176	ECM	intact	EE
Matter1_731357	ECM	intact	EE
Matter1_823400	ECM	intact	EE
Matter1_827684	ECM	intact	EE
Matter1_833027	ECM	intact	EE
Matter1_834016	ECM	intact	EE
Matter1_836895	ECM	intact	EE
Matter1_860344	ECM	intact	EE
Matter1_864806	ECM	intact	EE
Matter1_879343	ECM	intact	EE
Matter1_904661	ECM	intact	EE
Matter1_905061	ECM	intact	EE
Matter1_908019	ECM	intact	EE
Matter1_923175	ECM	intact	EE
Matter1_944298	ECM	disrupted	EA
Wican1_63013	YEAST	intact	EE
Wican1_79982	YEAST	intact	EE
Wican1_84651	YEAST	intact	EE
Wican1_85306	YEAST	intact	EE
Pismar1_1826250	ECM	fragment	--
Pismar1_2556142	ECM	intact	EE
Pismar1_2573317	ECM	intact	EE
Pismar1_2601359	ECM	intact	EE
Pismar1_2652109	ECM	intact	EE
Pismar1_2668273	ECM	intact	EE
Pismar1_2891398	ECM	fragment	-E
Pismar1_2895785	ECM	fragment	--
Pismar1_2899317	ECM	intact	EE
Pismar1_3059250	ECM	intact	EE
Pismar1_3059254	ECM	intact	EE
Pismar1_3112808	ECM	disrupted	DA
Ascim1_200055	SAP	intact	EE
Ascim1_206486	SAP	intact	EE
Ascim1_210342	SAP	intact	EE
Ascim1_214089	SAP	intact	EE
Ascim1_243366	SAP	intact	EE
Ascim1_318609	SAP	intact	EE
Ascim1_332193	SAP	intact	EE
Ascim1_411665	SAP	intact	EE
Ascim1_416072	SAP	intact	EE
Ascim1_89036	SAP	intact	EE
Hypsu1_1004924	WD	intact	EE
Hypsu1_1102124	WD	disrupted	DA
Hypsu1_127558	WD	intact	EE
Hypsu1_129206	WD	intact	EE
Hypsu1_130149	WD	fragment	E-
Hypsu1_142439	WD	intact	EE
Hypsu1_144831	WD	intact	EE
Hypsu1_146575	WD	intact	EE
Hypsu1_163552	WD	intact	EE
Hypsu1_170735	WD	intact	EE
Hypsu1_176573	WD	intact	EE
Hypsu1_190242	WD	intact	EE
Hypsu1_206865	WD	intact	EE
Hypsu1_206869	WD	intact	EE
Hypsu1_285911	WD	intact	EE
Hypsu1_33769	WD	intact	EE
Hypsu1_35494	WD	intact	EE
Hypsu1_36547	WD	intact	EE
Hypsu1_39467	WD	intact	EE
Hypsu1_44197	WD	intact	EE
Hypsu1_49443	WD	intact	EE
Hypsu1_49832	WD	intact	EE
Hypsu1_59665	WD	intact	EE
Hypsu1_65666	WD	intact	EE
Hypsu1_66885	WD	intact	EE
Hypsu1_70205	WD	intact	EE
Hypsu1_87529	WD	intact	EE
Suqu227_1_1000194	ECM	intact	EE
Suqu227_1_1000195	ECM	intact	EE
Suqu227_1_1003306	ECM	disrupted	DG
Suqu227_1_1007565	ECM	intact	EE
Suqu227_1_824259	ECM	intact	EE
Suqu227_1_825358	ECM	disrupted	DG
Suqu227_1_891189	ECM	intact	EE
Suqu227_1_896407	ECM	intact	EE
Suqu227_1_906923	ECM	intact	EE
Suqu227_1_914762	ECM	intact	EE
Suqu227_1_917686	ECM	intact	EE
Suqu227_1_920401	ECM	intact	EE
Suqu227_1_920415	ECM	intact	EE
Suqu227_1_958266	ECM	intact	EE
Suqu227_1_960032	ECM	intact	EE
Suqu227_1_972220	ECM	intact	EE
Suqu227_1_981821	ECM	intact	EE
Suqu227_1_988953	ECM	disrupted	NE
Piclef1_332736	ECM	intact	EE
Piclef1_49157	ECM	intact	EE
Piclef1_565712	ECM	intact	EE
Piclef1_574747	ECM	intact	EE
Piclef1_674736	ECM	fragment	E-
Piclef1_833757	ECM	intact	EE
Lacpse1_1856027	ECM	intact	EE
Lacpse1_1860992	ECM	intact	EE
Lacpse1_1864971	ECM	intact	EE
Lacpse1_1923064	ECM	intact	EE
Lacpse1_1952109	ECM	intact	EE
Lacpse1_1953696	ECM	intact	EE
Lacpse1_926044	ECM	disrupted	DG
Lacpse1_996246	ECM	intact	EE
Lacpse1_996675	ECM	intact	EE
Botbo1_100819	SAP	intact	EE
Botbo1_101005	SAP	intact	EE
Botbo1_107099	SAP	intact	EE
Botbo1_113699	SAP	intact	EE
Botbo1_115910	SAP	intact	EE
Botbo1_121592	SAP	intact	EE
Botbo1_143146	SAP	disrupted	DG
Botbo1_148854	SAP	intact	EE
Botbo1_154737	SAP	intact	EE
Botbo1_161473	SAP	intact	EE
Botbo1_161482	SAP	intact	EE
Botbo1_177414	SAP	disrupted	DS
Botbo1_178227	SAP	intact	EE
Botbo1_178228	SAP	intact	EE
Botbo1_189595	SAP	intact	EE
Botbo1_238825	SAP	disrupted	DG
Botbo1_240501	SAP	disrupted	DG
Botbo1_247778	SAP	intact	EE
Botbo1_25747	SAP	intact	EE
Botbo1_31403	SAP	intact	EE
Botbo1_31415	SAP	intact	EE
Botbo1_337848	SAP	disrupted	EY
Botbo1_45715	SAP	intact	EE
Botbo1_48694	SAP	intact	EE
Botbo1_57230	SAP	disrupted	DG
Botbo1_573600	SAP	intact	EE
Botbo1_618600	SAP	intact	EE
Botbo1_68076	SAP	disrupted	DG
Botbo1_70333	SAP	intact	EE
Phisc1_349946	ENDO	intact	EE
Phisc1_40035	ENDO	intact	EE
Phisc1_580672	ENDO	intact	EE
Phisc1_647855	ENDO	intact	EE
Phisc1_649370	ENDO	intact	EE
Phisc1_658230	ENDO	intact	EE
Phisc1_679634	ENDO	intact	EE
Phisc1_681333	ENDO	intact	EE
Phisc1_684461	ENDO	intact	EE
Phisc1_690148	ENDO	intact	EE
Phisc1_691237	ENDO	intact	EE
Phisc1_692975	ENDO	intact	EE
Phisc1_695559	ENDO	intact	EE
Phisc1_697593	ENDO	intact	EE
Phisc1_698428	ENDO	fragment	-E
Phisc1_703690	ENDO	intact	EE
Phisc1_703845	ENDO	intact	EE
Phisc1_705207	ENDO	intact	EE
Phisc1_705860	ENDO	intact	EE
Phisc1_709446	ENDO	intact	EE
Phisc1_709683	ENDO	intact	EE
Phisc1_731753	ENDO	intact	EE
Phisc1_739346	ENDO	intact	EE
Phisc1_749482	ENDO	intact	EE
Phisc1_753723	ENDO	intact	EE
Phisc1_781284	ENDO	intact	EE
Phisc1_784517	ENDO	intact	EE
Phisc1_788719	ENDO	intact	EE
Phisc1_88428	ENDO	intact	EE
ElagrMar1_1371968	ECM	intact	EE
ElagrMar1_1394678	ECM	intact	EE
ElagrMar1_1416776	ECM	intact	EE
ElagrMar1_1416790	ECM	intact	EE
ElagrMar1_1606652	ECM	intact	EE
ElagrMar1_1615340	ECM	intact	EE
ElagrMar1_1645156	ECM	intact	EE
ElagrMar1_1699602	ECM	intact	EE
Hebcy2_102209	ECM	intact	EE
Hebcy2_183973	ECM	intact	EE
Hebcy2_24902	ECM	intact	EE
Hebcy2_428382	ECM	intact	EE
Hebcy2_428413	ECM	disrupted	DA
Hebcy2_438287	ECM	disrupted	DG
Hebcy2_438674	ECM	intact	EE
Hebcy2_439194	ECM	intact	EE
Hebcy2_444963	ECM	intact	EE
Hebcy2_445736	ECM	intact	EE
Hebcy2_446799	ECM	intact	EE
Hebcy2_448557	ECM	intact	EE
Hebcy2_448922	ECM	intact	EE
Hebcy2_62124	ECM	intact	EE
Hebcy2_6576	ECM	intact	EE
Hebcy2_67444	ECM	intact	EE
Hebcy2_74733	ECM	intact	EE
Muloch1_1623345	ECM	disrupted	DG
Muloch1_1643747	ECM	intact	EE
Muloch1_1709332	ECM	intact	EE
Muloch1_1738054	ECM	intact	EE
Muloch1_1755283	ECM	intact	EE
Muloch1_1809796	ECM	intact	EE
Muloch1_1814378	ECM	intact	EE
Muloch1_1819381	ECM	intact	EE
Muloch1_1821022	ECM	intact	EE
Muloch1_1845026	ECM	intact	EE
Muloch1_1870193	ECM	intact	EE
Muloch1_905063	ECM	intact	EE
Tulca1_16953	ORM	disrupted	DA
Tulca1_17207	ORM	intact	EE
Tulca1_189475	ORM	fragment	-E
Tulca1_18995	ORM	disrupted	EA
Tulca1_19000	ORM	disrupted	EA
Tulca1_19013	ORM	intact	EE
Tulca1_19016	ORM	intact	EE
Tulca1_19794	ORM	intact	EE
Tulca1_19795	ORM	intact	EE
Tulca1_19796	ORM	intact	EE
Tulca1_19797	ORM	intact	EE
Tulca1_19798	ORM	fragment	E-
Tulca1_20288	ORM	intact	EE
Tulca1_20289	ORM	intact	EE
Tulca1_20292	ORM	intact	EE
Tulca1_20293	ORM	intact	EE
Tulca1_20334	ORM	fragment	E-
Tulca1_20341	ORM	disrupted	DA
Tulca1_213481	ORM	intact	EE
Tulca1_216477	ORM	disrupted	EA
Tulca1_21678	ORM	intact	EE
Tulca1_219650	ORM	intact	EE
Tulca1_222963	ORM	intact	EE
Tulca1_222983	ORM	intact	EE
Tulca1_22474	ORM	intact	EE
Tulca1_225882	ORM	intact	EE
Tulca1_227596	ORM	intact	EE
Tulca1_228919	ORM	intact	EE
Tulca1_232116	ORM	intact	EE
Tulca1_233548	ORM	intact	EE
Tulca1_241773	ORM	intact	EE
Tulca1_25239	ORM	disrupted	DA
Tulca1_30409	ORM	fragment	E-
Tulca1_30410	ORM	disrupted	EY
Tulca1_33443	ORM	fragment	E-
Tulca1_33444	ORM	intact	EE
Tulca1_66433	ORM	intact	EE
Tulca1_66915	ORM	intact	EE
Tulca1_67256	ORM	disrupted	EA
Tulca1_67279	ORM	disrupted	EA
Tulca1_70967	ORM	intact	EE
Tulca1_72501	ORM	intact	EE
Tulca1_72513	ORM	intact	EE
Tulca1_72535	ORM	intact	EE
Tulca1_80864	ORM	disrupted	EA
Tulca1_81290	ORM	intact	EE
Sebve1_10752	ORM	intact	EE
Sebve1_10753	ORM	intact	EE
Sebve1_109299	ORM	intact	EE
Sebve1_14880	ORM	intact	EE
Sebve1_15407	ORM	intact	EE
Sebve1_15978	ORM	intact	EE
Sebve1_17933	ORM	intact	EE
Sebve1_21028	ORM	intact	EE
Sebve1_24892	ORM	intact	EE
Sebve1_252963	ORM	intact	EE
Sebve1_265109	ORM	intact	EE
Sebve1_29901	ORM	intact	EE
Sebve1_304520	ORM	intact	EE
Sebve1_316931	ORM	intact	EE
Sebve1_325950	ORM	disrupted	DS
Sebve1_326080	ORM	intact	EE
Sebve1_327240	ORM	intact	EE
Sebve1_327251	ORM	intact	EE
Sebve1_330203	ORM	intact	EE
Sebve1_330259	ORM	intact	EE
Sebve1_330260	ORM	intact	EE
Sebve1_330952	ORM	intact	EE
Sebve1_331675	ORM	intact	EE
Sebve1_33979	ORM	intact	EE
Sebve1_38339	ORM	intact	EE
Sebve1_71316	ORM	intact	EE
Sebve1_71731	ORM	intact	EE
Sebve1_75146	ORM	intact	EE
Sebve1_75261	ORM	intact	EE
Boled5_2149287	ECM	intact	EE
Boled5_3391291	ECM	intact	EE
Boled5_3394371	ECM	intact	EE
Boled5_3470959	ECM	intact	EE
Boled5_3473558	ECM	intact	EE
Boled5_3519118	ECM	intact	EE
Boled5_3539255	ECM	intact	EE
Boled5_3539272	ECM	disrupted	DE
Boled5_3547886	ECM	intact	EE
Boled5_3552092	ECM	intact	EE
Boled5_3561241	ECM	intact	EE
Boled5_3610143	ECM	disrupted	DS
Boled5_3613774	ECM	fragment	E-
Boled5_3613831	ECM	intact	EE
Boled5_3647352	ECM	intact	EE
Boled5_3650125	ECM	intact	EE
Boled5_862387	ECM	fragment	E-
Dacsp1_104398	WD	intact	EE
Dacsp1_106087	WD	intact	EE
Dacsp1_107572	WD	intact	EE
Dacsp1_107730	WD	fragment	-G
Dacsp1_108102	WD	intact	EE
Dacsp1_111254	WD	intact	EE
Dacsp1_119053	WD	intact	EE
Dacsp1_119205	WD	intact	EE
Dacsp1_19739	WD	intact	EE
Dacsp1_20150	WD	disrupted	LE
Dacsp1_20338	WD	intact	EE
Dacsp1_20357	WD	intact	EE
Dacsp1_25374	WD	fragment	E-
Dacsp1_50093	WD	intact	EE
Dacsp1_56618	WD	intact	EE
Dacsp1_56785	WD	intact	EE
Dacsp1_57569	WD	intact	EE
Dacsp1_64959	WD	intact	EE
Dacsp1_77060	WD	intact	EE
Dacsp1_84647	WD	intact	EE
Dacsp1_85529	WD	intact	EE
Dacsp1_91517	WD	fragment	-E
Dacsp1_96008	WD	intact	EE
Dacsp1_97480	WD	intact	EE
Pisthe1_1009988	ECM	intact	EE
Pisthe1_1051327	ECM	intact	EE
Pisthe1_1469995	ECM	intact	EE
Pisthe1_1487012	ECM	intact	EE
Pisthe1_1504774	ECM	disrupted	DA
Pisthe1_1506894	ECM	intact	EE
Pisthe1_1565011	ECM	intact	EE
Pisthe1_1603260	ECM	intact	EE
Pisthe1_1720798	ECM	disrupted	DA
Pisthe1_1752369	ECM	disrupted	DA
Pisthe1_1769395	ECM	intact	EE
Pisthe1_1799709	ECM	intact	EE
Pisthe1_440748	ECM	intact	EE
Russem1_506584	ECM	disrupted	DA
Russem1_511451	ECM	intact	EE
Russem1_843534	ECM	intact	EE
Russem1_911425	ECM	intact	EE
Russem1_924584	ECM	intact	EE
Russem1_960338	ECM	intact	EE
Russem1_963857	ECM	intact	EE
Russem1_973195	ECM	intact	EE
Lacind1_1393670	ECM	intact	EE
Lacind1_1804334	ECM	intact	EE
Lacind1_1812688	ECM	intact	EE
Lacind1_1816815	ECM	intact	EE
Lacind1_1939740	ECM	intact	EE
Lacind1_1952059	ECM	intact	EE
Lacind1_2108467	ECM	intact	EE
Lacind1_2108469	ECM	intact	EE
Lacind1_563127	ECM	disrupted	DG
Tercla1_1095603	ECM	intact	EE
Tercla1_1096129	ECM	intact	EE
Tercla1_1128533	ECM	intact	EE
Tercla1_1156628	ECM	intact	EE
Tercla1_1169170	ECM	fragment	E-
Tercla1_1171076	ECM	intact	EE
Tercla1_1200793	ECM	intact	EE
Tercla1_1268143	ECM	fragment	-E
Tercla1_1272014	ECM	intact	EE
Tercla1_1307643	ECM	intact	EE
Treme1_22618	WD	intact	EE
Treme1_31815	WD	intact	EE
Treme1_32166	WD	intact	EE
Treme1_35989	WD	intact	EE
Treme1_38611	WD	intact	EE
Treme1_40623	WD	intact	EE
Treme1_43106	WD	intact	EE
Treme1_45727	WD	intact	EE
Treme1_61952	WD	intact	EE
Treme1_62537	WD	intact	EE
Treme1_62822	WD	intact	EE
Treme1_73490	WD	intact	EE
Treme1_73633	WD	intact	EE
Rhier1_245064	ERM	intact	EE
Rhier1_570852	ERM	intact	EE
Rhier1_591546	ERM	intact	EE
Rhier1_608725	ERM	intact	EE
Rhier1_608964	ERM	intact	EE
Rhier1_629130	ERM	intact	EE
Rhier1_631427	ERM	intact	EE
Rhier1_639009	ERM	intact	EE
Rhier1_646035	ERM	intact	EE
Rhier1_649215	ERM	intact	EE
Rhier1_651901	ERM	intact	EE
Rhier1_655373	ERM	intact	EE
Rhier1_658604	ERM	intact	EE
Rhier1_669531	ERM	fragment	-E
Rhier1_685838	ERM	intact	EE
Rhier1_688313	ERM	intact	EE
Rhier1_690943	ERM	intact	EE
Rhier1_709874	ERM	intact	EE
Rhier1_709935	ERM	intact	EE
Rhier1_747966	ERM	intact	EE
Rhier1_756799	ERM	intact	EE
Rusvin1_1029911	ECM	intact	EE
Rusvin1_1060342	ECM	intact	EE
Rusvin1_1065557	ECM	intact	EE
Rusvin1_1068495	ECM	fragment	E-
Rusvin1_1070412	ECM	intact	EE
Rusvin1_1157032	ECM	disrupted	DA
Rusvin1_1187685	ECM	intact	EE
Rusvin1_950035	ECM	intact	EE
Rusvin1_950064	ECM	intact	EE
Rusvin1_960224	ECM	fragment	-A
Rusvin1_963003	ECM	intact	EE
Rusvin1_972102	ECM	intact	EE
Chove1_1670321	ECM	intact	EE
Chove1_1670390	ECM	intact	EE
Chove1_1693709	ECM	intact	EE
Chove1_1744754	ECM	intact	EE
Chove1_1745257	ECM	intact	EE
Chove1_1757501	ECM	disrupted	GE
Chove1_1824914	ECM	fragment	E-
Chove1_1829032	ECM	intact	EE
Chove1_1831186	ECM	intact	EE
Chove1_1834721	ECM	intact	EE
Chove1_1839210	ECM	intact	EE
Chove1_987022	ECM	intact	EE
Lacsan1_1843653	ECM	intact	EE
Lacsan1_1876933	ECM	intact	EE
Lacsan1_1908616	ECM	intact	EE
Lacsan1_1908620	ECM	intact	EE
Lacsan1_1910486	ECM	fragment	E-
Lacsan1_1919664	ECM	disrupted	DG
Lacsan1_2067180	ECM	intact	EE
Lacsan1_2071786	ECM	intact	EE
Lacsan1_2114795	ECM	intact	EE
Lacsan1_2115432	ECM	intact	EE
Lacsan1_2161365	ECM	intact	EE
Theter1_1011668	ECM	intact	EE
Theter1_1015231	ECM	intact	EE
Theter1_1021633	ECM	intact	EE
Theter1_1066146	ECM	intact	EE
Theter1_1067213	ECM	intact	EE
Theter1_1079141	ECM	intact	EE
Theter1_1142057	ECM	intact	EE
Theter1_1142104	ECM	intact	EE
Theter1_1172234	ECM	intact	EE
Theter1_1204872	ECM	intact	EE
Theter1_467157	ECM	intact	EE
Theter1_996263	ECM	intact	EE
Theter1_997504	ECM	intact	EE
Theter1_999253	ECM	intact	EE
Serend1_1218264	ORM	intact	EE
Serend1_1220730	ORM	intact	EE
Serend1_1222372	ORM	intact	EE
Serend1_1224624	ORM	intact	EE
Serend1_1240194	ORM	intact	EE
Serend1_1241451	ORM	intact	EE
Serend1_1243567	ORM	intact	EE
Serend1_1260647	ORM	disrupted	DG
Serend1_1269449	ORM	intact	EE
Serend1_1272564	ORM	intact	EE
Serend1_1290441	ORM	intact	EE
Serend1_1325302	ORM	intact	EE
Serend1_1343156	ORM	intact	EE
Serend1_1344363	ORM	intact	EE
Serend1_1345029	ORM	intact	EE
Serend1_1347274	ORM	intact	EE
Serend1_1356973	ORM	intact	EE
Serend1_1383399	ORM	intact	EE
Serend1_1385095	ORM	disrupted	ER
Serend1_1392080	ORM	intact	EE
Serend1_1394884	ORM	intact	EE
Serend1_1461762	ORM	intact	EE
Serend1_184300	ORM	intact	EE
Serend1_30340	ORM	intact	EE
Serend1_43339	ORM	intact	EE
Serend1_680600	ORM	intact	EE
Serend1_699617	ORM	intact	EE
Serend1_706198	ORM	intact	EE
Serend1_706266	ORM	intact	EE
Serend1_744836	ORM	intact	EE
Piscap1_1472999	ECM	intact	EE
Piscap1_1922634	ECM	intact	EE
Piscap1_2042429	ECM	intact	EE
Piscap1_2054857	ECM	intact	EE
Piscap1_2064210	ECM	intact	EE
Piscap1_2071397	ECM	disrupted	DG
Piscap1_2079153	ECM	intact	EE
Piscap1_2082870	ECM	intact	EE
Piscap1_2087151	ECM	intact	EE
Lacdel1_2216070	ECM	intact	EE
Lacdel1_2236309	ECM	intact	EE
Lacdel1_2342402	ECM	disrupted	DG
Lacdel1_2354350	ECM	intact	EE
Lacdel1_2368204	ECM	intact	EE
Lacdel1_2374527	ECM	intact	EE
Lacdel1_2437940	ECM	intact	EE
Lacdel1_2506002	ECM	intact	EE
Lacdel1_363313	ECM	intact	EE
Suipunc1_1001625	ECM	intact	EE
Suipunc1_1016955	ECM	intact	EE
Suipunc1_1021077	ECM	intact	EE
Suipunc1_1043778	ECM	intact	EE
Suipunc1_1047526	ECM	intact	EE
Suipunc1_1071161	ECM	fragment	-A
Suipunc1_1076526	ECM	intact	EE
Suipunc1_1077743	ECM	intact	EE
Suipunc1_140003	ECM	intact	EE
Suipunc1_179487	ECM	intact	EE
Suipunc1_340299	ECM	intact	EE
Suipunc1_430198	ECM	disrupted	DA
Suipunc1_51016	ECM	disrupted	DA
Suipunc1_869790	ECM	intact	EE
Suipunc1_888955	ECM	intact	EE
Suipunc1_930197	ECM	intact	EE
Suipunc1_962489	ECM	intact	EE
CorTAS3_1_2099955	ECM	intact	EE
CorTAS3_1_2099972	ECM	intact	EE
CorTAS3_1_2114747	ECM	intact	EE
CorTAS3_1_2186332	ECM	intact	EE
CorTAS3_1_2199811	ECM	intact	EE
CorTAS3_1_2249417	ECM	disrupted	DG
CorTAS3_1_2250830	ECM	disrupted	DG
CorTAS3_1_2258970	ECM	intact	EE
CorTAS3_1_2264049	ECM	intact	EE
CorTAS3_1_2296636	ECM	intact	EE
CorTAS3_1_2307009	ECM	intact	EE
CorTAS3_1_2371722	ECM	intact	EE
CorTAS3_1_2415592	ECM	intact	EE
CorTAS3_1_2417182	ECM	intact	EE
CorTAS3_1_2498606	ECM	intact	EE
CorTAS3_1_2571867	ECM	intact	EE
CorTAS3_1_2674549	ECM	disrupted	DA
Amamu1_169779	ECM	intact	EE
Amamu1_171865	ECM	intact	EE
Amamu1_174786	ECM	intact	EE
Amamu1_187436	ECM	intact	EE
Amamu1_193686	ECM	intact	EE
Amamu1_68843	ECM	intact	EE
Amamu1_71732	ECM	intact	EE
Amamu1_73287	ECM	intact	EE
Amamu1_7559	ECM	disrupted	DG
Amamu1_83540	ECM	intact	EE
Amamu1_91625	ECM	intact	EE
Amamu1_9676	ECM	intact	EE
Pismar721_1_1346326	ECM	disrupted	DA
Pismar721_1_2810604	ECM	disrupted	DA
Pismar721_1_2913245	ECM	intact	EE
Pismar721_1_2930699	ECM	intact	EE
Pismar721_1_2980930	ECM	intact	EE
Pismar721_1_2988649	ECM	fragment	E-
Pismar721_1_3019334	ECM	intact	EE
Pismar721_1_3049993	ECM	intact	EE
Pismar721_1_3050013	ECM	intact	EE
Pismar721_1_3050055	ECM	intact	EE
Pismar721_1_3053071	ECM	intact	EE
Pismar721_1_3139890	ECM	intact	EE
Pismar721_1_3146379	ECM	intact	EE
Pismar721_1_3157795	ECM	disrupted	DA
Schco3_2481161	WD	intact	EE
Schco3_2484696	WD	intact	EE
Schco3_2486071	WD	intact	EE
Schco3_2495155	WD	intact	EE
Schco3_2502504	WD	intact	EE
Schco3_2564777	WD	intact	EE
Schco3_2603975	WD	intact	EE
Schco3_2613657	WD	intact	EE
Schco3_2620053	WD	intact	EE
Schco3_2622489	WD	intact	EE
Schco3_2627090	WD	intact	EE
Schco3_2635181	WD	intact	EE
Schco3_2637065	WD	intact	EE
Schco3_2645630	WD	intact	EE
Schco3_73246	WD	intact	EE
Schco3_81800	WD	intact	EE
Hyssto1_38101	ECM	intact	EE
Hyssto1_40851	ECM	intact	EE
Hyssto1_43222	ECM	intact	EE
Hyssto1_45131	ECM	intact	EE
Hyssto1_58376	ECM	disrupted	DG
Hyssto1_72252	ECM	intact	EE
Hyssto1_73965	ECM	disrupted	DE
Hyssto1_74363	ECM	intact	EE
Hyssto1_87795	ECM	intact	EE
Hyssto1_91103	ECM	intact	EE
Trima3_1243496	ECM	intact	EE
Trima3_1243770	ECM	intact	EE
Trima3_1250585	ECM	intact	EE
Trima3_1297329	ECM	intact	EE
Trima3_1299488	ECM	intact	EE
Trima3_1306486	ECM	intact	EE
Trima3_1375782	ECM	intact	EE
Trima3_1388967	ECM	intact	EE
Trima3_1405406	ECM	intact	EE
Trima3_1424572	ECM	intact	EE
Trima3_1439116	ECM	intact	EE
Trima3_1445700	ECM	intact	EE
Trima3_1453380	ECM	disrupted	DA
Trima3_1465229	ECM	intact	EE
Cenge3_130424	ECM	disrupted	DE
Cenge3_533696	ECM	intact	EE
Cenge3_535419	ECM	intact	EE
Cenge3_536209	ECM	intact	EE
Cenge3_589013	ECM	intact	EE
Cenge3_608525	ECM	intact	EE
Cenge3_629316	ECM	intact	EE
Cenge3_658348	ECM	disrupted	ES
Cenge3_693399	ECM	intact	EE
Corcam1_236918	ECM	intact	EE
Corcam1_290323	ECM	intact	EE
Corcam1_353637	ECM	intact	EE
Corcam1_610395	ECM	disrupted	DG
Corcam1_678066	ECM	intact	EE
Corcam1_679474	ECM	intact	EE
Corcam1_699297	ECM	intact	EE
Corcam1_699300	ECM	intact	EE
Corcam1_725260	ECM	fragment	-E
Corcam1_750629	ECM	intact	EE
Corcam1_757529	ECM	intact	EE
Corcam1_757530	ECM	fragment	-E
Corcam1_758861	ECM	fragment	-E
Corcam1_771466	ECM	fragment	E-
Corcam1_823455	ECM	fragment	E-
Corcam1_84633	ECM	intact	EE
Corcam1_846641	ECM	disrupted	DE
Corcam1_852716	ECM	disrupted	DE
Corcam1_855349	ECM	fragment	-T
Sclyun1_1867253	ECM	intact	EE
Sclyun1_1868788	ECM	intact	EE
Sclyun1_1872757	ECM	intact	EE
Sclyun1_1877244	ECM	intact	EE
Sclyun1_1916304	ECM	disrupted	DS
Sclyun1_2102964	ECM	intact	EE
Sclyun1_2105541	ECM	intact	EE
Amagr1_1242892	ECM	intact	EE
Amagr1_1428830	ECM	intact	EE
Amagr1_1649942	ECM	intact	EE
Amagr1_1664012	ECM	intact	EE
Amagr1_1664231	ECM	intact	EE
Amagr1_1759409	ECM	disrupted	DG
Amagr1_1834177	ECM	intact	EE
Amagr1_1856237	ECM	intact	EE
Amagr1_1866498	ECM	intact	EE
Amagr1_1890425	ECM	intact	EE
Amagr1_1904988	ECM	intact	EE
Amagr1_1931722	ECM	intact	EE
Amagr1_2013025	ECM	disrupted	DA
Amagr1_213079	ECM	intact	EE
Amagr1_299792	ECM	intact	EE
Gyman1_1002150	SAP	intact	EE
Gyman1_1005559	SAP	intact	EE
Gyman1_1015528	SAP	intact	EE
Gyman1_1023606	SAP	intact	EE
Gyman1_1024400	SAP	intact	EE
Gyman1_1061737	SAP	intact	EE
Gyman1_188886	SAP	fragment	E-
Gyman1_333228	SAP	disrupted	EK
Gyman1_441327	SAP	intact	EE
Gyman1_827524	SAP	intact	EE
Gyman1_828905	SAP	intact	EE
Gyman1_833030	SAP	intact	EE
Gyman1_838315	SAP	intact	EE
Gyman1_914785	SAP	fragment	-E
Gyman1_916228	SAP	intact	EE
Gyman1_922394	SAP	disrupted	DG
Gyman1_954438	SAP	intact	EE
Gyman1_954486	SAP	intact	EE
Gyman1_954745	SAP	intact	EE
Gyman1_955126	SAP	intact	EE
Gyman1_962948	SAP	intact	EE
Gyman1_963339	SAP	intact	EE
