protein	lifestyle	call	catalytic_residues
Parsph2_1873292	ECM	fragment	H-
Parsph2_226990	ECM	fragment	H-
Suqu222_1_1332898	ECM	fragment	H-
Suqu222_1_408191	ECM	fragment	H-
RusKIS4_1_1_1551591	ECM	fragment	--
RusKIS4_1_1_1660439	ECM	fragment	--
RusKIS4_1_1_1672446	ECM	fragment	H-
RusKIS4_1_1_417983	ECM	fragment	H-
RusKIS4_1_1_879229	ECM	fragment	H-
Jaaar1_140416	WD	fragment	H-
Jaaar1_176455	WD	disrupted	HQ
Jaaar1_183704	WD	disrupted	HD
Jaaar1_198048	WD	fragment	H-
Jaaar1_200056	WD	disrupted	HD
Jaaar1_207051	WD	fragment	H-
Jaaar1_36288	WD	fragment	--
Jaaar1_39972	WD	fragment	L-
Jaaar1_39974	WD	fragment	H-
Jaaar1_425364	WD	disrupted	HS
Jaaar1_474236	WD	fragment	H-
Jaaar1_474382	WD	fragment	H-
Jaaar1_61592	WD	disrupted	HD
Jaaar1_702072	WD	fragment	H-
Jaaar1_71280	WD	fragment	H-
Sphst1_100577	WD	fragment	--
Sphst1_158904	WD	fragment	H-
Sphst1_164008	WD	disrupted	HE
Sphst1_171730	WD	fragment	--
Sphst1_213331	WD	fragment	H-
Sphst1_225942	WD	fragment	H-
Sphst1_226664	WD	fragment	H-
Sphst1_233614	WD	fragment	H-
Sphst1_234560	WD	disrupted	HE
Sphst1_236607	WD	fragment	H-
Sphst1_239384	WD	fragment	H-
Sphst1_241335	WD	fragment	H-
Sphst1_242880	WD	fragment	H-
Sphst1_246068	WD	disrupted	HE
Sphst1_249366	WD	disrupted	HD
Sphst1_254135	WD	disrupted	HD
Sphst1_261426	WD	fragment	H-
Sphst1_264054	WD	fragment	H-
Sphst1_265472	WD	disrupted	HG
Sphst1_266615	WD	fragment	H-
Sphst1_268797	WD	disrupted	HG
Sphst1_29363	WD	fragment	--
Sphst1_35388	WD	disrupted	HE
Sphst1_37187	WD	disrupted	HG
Sphst1_39019	WD	fragment	H-
Sphst1_51017	WD	fragment	H-
Sphst1_51019	WD	fragment	H-
Sphst1_51176	WD	fragment	H-
Sphst1_51178	WD	fragment	H-
Sphst1_52462	WD	fragment	H-
Sphst1_54104	WD	fragment	H-
Sphst1_57586	WD	fragment	-D
Sphst1_57987	WD	fragment	H-
Sphst1_75979	WD	fragment	H-
Sphst1_777346	WD	disrupted	HD
Sphst1_778601	WD	fragment	-D
Sphst1_779972	WD	disrupted	HD
Sphst1_782201	WD	fragment	H-
Sphst1_786331	WD	disrupted	HD
Sphst1_79130	WD	fragment	H-
Amath1_116912	SAP	disrupted	ES
Amath1_126018	SAP	fragment	--
Amath1_145797	SAP	fragment	-D
Amath1_147046	SAP	fragment	H-
Amath1_148473	SAP	fragment	H-
Amath1_149092	SAP	fragment	H-
Amath1_150098	SAP	fragment	H-
Amath1_198904	SAP	fragment	H-
Amath1_53822	SAP	fragment	H-
Amath1_5468	SAP	disrupted	HD
Amath1_5891	SAP	fragment	H-
Amath1_64840	SAP	fragment	H-
Amath1_74874	SAP	fragment	H-
Amath1_75127	SAP	fragment	H-
Amath1_77096	SAP	disrupted	HD
Amath1_77762	SAP	fragment	H-
Suitom1_601870	ECM	fragment	H-
Suitom1_634133	ECM	fragment	H-
Trihyb1_693541	ECM	disrupted	HE
Trihyb1_761919	ECM	disrupted	HV
Trihyb1_776298	ECM	disrupted	HD
Coraus1_812964	ECM	disrupted	HG
Coraus1_895105	ECM	fragment	H-
Coraus1_952538	ECM	fragment	H-
Lacviv1_1835470	ECM	fragment	H-
Gyrli1_475740	ECM	fragment	H-
Gyrli1_475982	ECM	fragment	H-
Gyrli1_719255	ECM	fragment	H-
Gyrli1_822294	ECM	fragment	H-
Piscro1_1217890	ECM	fragment	H-
Piscro1_1488055	ECM	fragment	H-
Piscro1_1693404	ECM	fragment	H-
Tripop1_1780933	ECM	fragment	H-
Tripop1_2401407	ECM	fragment	H-
Tripop1_2413083	ECM	fragment	H-
Oidma1_100585	ERM	fragment	H-
Oidma1_130681	ERM	disrupted	HN
Oidma1_132532	ERM	fragment	H-
Oidma1_158873	ERM	disrupted	HE
Oidma1_30686	ERM	disrupted	HV
Oidma1_49773	ERM	fragment	H-
Oidma1_54327	ERM	fragment	H-
Oidma1_65053	ERM	fragment	H-
Walse1_26749	SAP	fragment	Q-
Walse1_30822	SAP	fragment	H-
Walse1_32834	SAP	fragment	H-
Walse1_50298	SAP	intact	HH
Walse1_60277	SAP	fragment	H-
Walse1_6035	SAP	fragment	-H
Walse1_65425	SAP	fragment	H-
Walse1_66153	SAP	fragment	H-
Walse1_68602	SAP	disrupted	HD
Walse1_70396	SAP	disrupted	HG
RusdecM1_970160	ECM	fragment	H-
Suifus1_1150867	ECM	fragment	H-
PosplRSB12_1_1046207	WD	fragment	H-
PosplRSB12_1_1165707	WD	fragment	H-
Wilmi1_485487	ECM	disrupted	HA
Wilmi1_507474	ECM	disrupted	HD
Wilmi1_555835	ECM	fragment	--
Wilmi1_590747	ECM	disrupted	HE
Suivis2_1633821	ECM	fragment	H-
Suivis2_372255	ECM	fragment	H-
Altal1_1005473	PATH	disrupted	HD
Altal1_1006432	PATH	disrupted	HE
Altal1_1006562	PATH	disrupted	HK
Altal1_1019743	PATH	fragment	-E
Altal1_1028092	PATH	disrupted	HE
Altal1_1031404	PATH	disrupted	HD
Altal1_1033877	PATH	fragment	Q-
Altal1_1044341	PATH	disrupted	QA
Altal1_1044591	PATH	fragment	H-
Altal1_1056084	PATH	disrupted	HD
Altal1_1057322	PATH	fragment	H-
Altal1_1080102	PATH	disrupted	HE
Altal1_190672	PATH	fragment	H-
Altal1_266056	PATH	fragment	H-
Altal1_307404	PATH	disrupted	HG
Altal1_364219	PATH	disrupted	HE
Altal1_455475	PATH	fragment	--
Altal1_504833	PATH	disrupted	HD
Altal1_560365	PATH	disrupted	HD
Altal1_59220	PATH	fragment	H-
Altal1_705864	PATH	fragment	H-
Altal1_735589	PATH	disrupted	HG
Altal1_929452	PATH	fragment	H-
Altal1_930669	PATH	disrupted	HG
Altal1_930851	PATH	disrupted	HD
Altal1_937160	PATH	fragment	H-
Altal1_940430	PATH	disrupted	HD
Altal1_941177	PATH	disrupted	HD
Altal1_948935	PATH	disrupted	HP
Altal1_984299	PATH	fragment	H-
Altal1_985079	PATH	disrupted	HE
Altal1_991874	PATH	disrupted	HN
Tubgib1_1091760	ECM	disrupted	HG
Tubgib1_1105309	ECM	disrupted	HD
Tubgib1_942631	ECM	disrupted	HG
Tubgib1_988937	ECM	disrupted	HE
